url,title,price,price_member,color
https://ao.com/product/sps4hmw53g-bosch-series-4-slimline-dishwasher-white-75778-24.aspx,Bosch Series 4 SPS4HMW53G Wifi Connected Slimline Dishwasher - White - E Rated,£599,£579,white
https://ao.com/product/hf9e1b19suk-hotpoint-slimline-dishwasher-silver-99760-24.aspx,Hotpoint HF9E1B19SUK Slimline Dishwasher - Silver - F Rated,£329,,silver
https://ao.com/product/hsfe1b19ukn-hotpoint-slimline-dishwasher-white-80431-24.aspx,Hotpoint HSFE1B19UKN Slimline Dishwasher - White - F Rated,£279,£269,white
https://ao.com/product/h7fhp43xuk-hotpoint-standard-dishwasher-stainless-steel-97389-23.aspx,Hotpoint H7FHP43XUK Standard Dishwasher - Stainless Steel - C Rated,£469,£454,steel
https://ao.com/product/hsfe1b19bukn-hotpoint-slimline-dishwasher-black-79829-24.aspx,Hotpoint HSFE1B19BUKN Slimline Dishwasher - Black - F Rated,£344,,black
https://ao.com/product/h7fhs41uk-hotpoint-standard-dishwasher-white-97390-23.aspx,Hotpoint H7FHS41UK Standard Dishwasher - White - C Rated,£438,,white
https://ao.com/product/hsfo3t223wukn-hotpoint-slimline-dishwasher-white-79831-24.aspx,Hotpoint HSFO3T223WUKN Slimline Dishwasher - White - E Rated,£389,,white
https://ao.com/product/hfc3c26wcbuk-hotpoint-standard-dishwasher-black-79553-23.aspx,Hotpoint HFC3C26WCBUK Standard Dishwasher - Black - E Rated,£399,£384,black
https://ao.com/product/wtl84151w-beko-washing-machine-white-97658-1.aspx,Beko WTL84151W 8kg Washing Machine with 1400 rpm - White - C Rated,£269,£259,white
https://ao.com/product/wiw28502gb-bosch-series-8-washing-machine-white-93302-1.aspx,Bosch Series 8 WIW28502GB Integrated 8kg Washing Machine with 1400 rpm - White - C Rated,£799,£779,white
https://ao.com/product/wan28250gb-bosch-series-4-washing-machine-white-96696-1.aspx,Bosch Series 4 WAN28250GB 8kg Washing Machine with 1400 rpm - White - A Rated,£479,,white
https://ao.com/product/wfqa1214evjmt-hisense-3-series-washing-machine-titanium-95221-1.aspx,Hisense 3 Series WFQA1214EVJMT 12kg Washing Machine with 1400 rpm - Titanium - A Rated,£379,,titanium
https://ao.com/product/hwq90b416fwbuk-haier-series-4-washing-machine-white-91684-1.aspx,Haier Series 4 HWQ90B416FWB-UK Integrated 9kg Washing Machine with 1600 rpm - White - A Rated,£495,£480,white
https://ao.com/product/wtl92151w-beko-washing-machine-white-76187-1.aspx,Beko WTL92151W 9kg Washing Machine with 1200 rpm - White - B Rated,£269,£259,white
https://ao.com/product/hw100b14979s-haier-ipro-series-7-washing-machine-silver-79226-1.aspx,"Haier i-Pro Series 7 HW100-B14979S 10kg Washing Machine with 1400rpm, Steam Function, Automatic Weight Detection, Anti-Bacterial Treatment",£549,£479,silver
https://ao.com/product/h3w69tme1-hoover-hwash-300-washing-machine-white-84847-1.aspx,Hoover H-WASH 300 H3W69TME/1 9kg Washing Machine with 1600 rpm - White - B Rated,£319,,white
https://ao.com/product/hw80b1439ns8-haier-washing-machine-silver-81943-1.aspx,Haier HW80-B1439NS8 8kg Washing Machine with 1400 rpm - Graphite - A Rated,£399,£299,silver
https://ao.com/product/hw80b1439n-haier-washing-machine-white-78835-1.aspx,Haier HW80-B1439N 8kg Washing Machine with 1400 rpm - White - A Rated,£399,£299,white
https://ao.com/product/h3w69tmbbe1-hoover-hwash-300-washing-machine-black-84851-1.aspx,Hoover H-WASH 300 H3W69TMBBE/1 9kg Washing Machine with 1600 rpm - Black - B Rated,£329,,black
https://ao.com/product/wtl84121w-beko-washing-machine-white-76349-1.aspx,Beko WTL84121W 8kg Washing Machine with 1400 rpm - White - C Rated,£269,£259,white
https://ao.com/product/ww90t554daw-samsung-series-5-addwash-washing-machine-white-76964-1.aspx,Samsung Series 5+ AddWash™ WW90T554DAW 9kg Washing Machine with 1400 rpm - White - A Rated,£479,£464,white
https://ao.com/product/cdstsfxt-vax-steam-fresh-total-home-steam-mop-blue-99425-61.aspx,Vax Steam Fresh Total Home CDST-SFXT Steam Mop with up to 15 Minutes Run Time - Navy Blue,£160,£152,blue
https://ao.com/product/scout-miele-robotic-vacuum-cleaner-black-99432-90.aspx,Miele Scout_RX3 Robotic Vacuum Cleaner - Black,£799,£759,black
https://ao.com/product/clhfg2ks-vax-onepwr-glide-20-hard-floor-cleaner-silver-97820-159.aspx,Vax ONEPWR Glide 2.0 CLHF-G2KS Hard Floor Cleaner - Graphite,£249,,silver
https://ao.com/product/scout-miele-robotic-vacuum-cleaner-brown-99433-90.aspx,Miele Scout_RX3_HD Robotic Vacuum Cleaner - Bronze Pearl,£899,£854,brown
https://ao.com/product/vr50t95735w-samsung-jet-bot-ai-robotic-vacuum-cleaner-white-92496-90.aspx,Samsung Jet™ Bot AI+ VR50T95735W Robotic Vacuum Cleaner - Misty White,"£1,299","£1,234",white
https://ao.com/product/2052e-bissell-spinwave-hard-floor-cleaner-titanium-61754-159.aspx,Bissell SpinWave 2052E Hard Floor Cleaner - Titanium / Blue,£139,,titanium
https://ao.com/product/t2120211-eufy-robovac-15c-robotic-vacuum-cleaner-black-88411-90.aspx,Eufy RoboVac 15C T2120211 Robotic Vacuum Cleaner - Black,£199,£189,black
https://ao.com/product/compact-miele-compact-c2-cylinder-vacuum-cleaner-blue-99084-59.aspx,Miele Compact C2 Compact_C2 Cylinder Vacuum Cleaner,£259,£246,blue
https://ao.com/product/hhr20011-numatic-harry-cylinder-vacuum-cleaner-green-62536-59.aspx,Harry HHR200-11 Cylinder Vacuum Cleaner with Pet Hair Removal,£179,£170,green
https://ao.com/product/completec3-miele-cylinder-vacuum-cleaner-mango-red-95010-59.aspx,Miele Complete C3 Cylinder Vacuum Cleaner,£272,,red
https://ao.com/product/sfha30-miele-hepa-airclean-filter-sf-ha-30-vacuum-accessories-white-62252-156.aspx,Miele HEPA AirClean Filter SF HA 30,£46,,white
https://ao.com/product/hvx20011-numatic-henry-xtra-cylinder-vacuum-cleaner-red-55597-59.aspx,Henry Xtra HVX 200-11 Cylinder Vacuum Cleaner,£179,£170,red
https://ao.com/product/vcasae903-samsung-jet-vacuum-accessories-silver-87578-156.aspx,Samsung Jet™ VCA-SAE903 Clean Station™ Vacuum Accessory,£179,,silver
https://ao.com/product/nswm1045cggukn-hotpoint-washing-machine-silver-93734-1.aspx,Hotpoint NSWM1045CGGUKN 10kg Washing Machine with 1400 rpm - Graphite - B Rated,£349,,silver
https://ao.com/product/fav310sne-lg-v3-washing-machine-silver-86024-1.aspx,LG V3 FAV310SNE 10.5kg Washing Machine with 1400 rpm - Graphite - B Rated,£659,,silver
https://ao.com/product/ewd81483wukn-indesit-my-time-washing-machine-white-77174-1.aspx,Indesit My Time EWD81483WUKN 8kg Washing Machine with 1400 rpm - White - D Rated,£269,,white
https://ao.com/product/b3w5841iw-beko-washing-machine-white-94481-1.aspx,Beko B3W5841IW 8kg Washing Machine with 1400 rpm - White - A Rated,£379,£364,white
https://ao.com/product/cs149tw4180-candy-washing-machine-white-98084-1.aspx,Candy CS149TW4/1-80 9kg Washing Machine with 1400 rpm - White - B Rated,£299,£289,white
https://ao.com/product/wgg24409gb-bosch-series-6-washing-machine-white-93477-1.aspx,Bosch Series 6 WGG24409GB 9kg Washing Machine with 1400 rpm - White - A Rated,£679,£659,white
https://ao.com/product/h3w492dabb4180-hoover-hwash-300-lite-washing-machine-black-98085-1.aspx,Hoover H-WASH 300 LITE H3W492DABB4/1-80 9kg Washing Machine with 1400 rpm - Black - B Rated,£349,,black
https://ao.com/product/lfr61144b-aeg-prosense-technology-washing-machine-white-94690-1.aspx,AEG ProSense® Technology LFR61144B 10kg Washing Machine with 1400 rpm - White - A Rated,£469,£454,white
https://ao.com/product/ww10t684dlh-samsung-series-7-washing-machine-white-76943-1.aspx,"Samsung WW10T684DLH Series 7, A Rated, 10.5kg, 1400rpm, with AutoDose™, AddWash™ and ecobubble™ Washing Machine",£729,£709,white
https://ao.com/product/f2y509wbln1-lg-turbowash-washing-machine-white-98562-1.aspx,LG TurboWash™ F2Y509WBLN1 9kg Washing Machine with 1200 rpm - White - A Rated,£419,,white
https://ao.com/product/bgl38ba3gb-bosch-series-4-cylinder-vacuum-cleaner-black-95647-59.aspx,Bosch Series 4 BGL38BA3GB Cylinder Vacuum Cleaner,£199,£189,black
https://ao.com/product/blizzard-miele-blizzard-cx1-cylinder-vacuum-cleaner-grey-99081-59.aspx,Miele Blizzard CX1 Blizzard_CX1 Cylinder Vacuum Cleaner,£379,,grey
https://ao.com/product/bgl6petgb-bosch-serie-6-proanimal-cylinder-vacuum-cleaner-red-95646-59.aspx,Bosch Serie 6 ProAnimal BGL6PETGB Cylinder Vacuum Cleaner,£239,£227,red
https://ao.com/product/lx524t-aeg-cylinder-vacuum-cleaner-grey-63805-59.aspx,AEG LX5-2-4T Cylinder Vacuum Cleaner,£149,£141,grey
https://ao.com/product/complete-miele-complete-c3-catdog-cylinder-vacuum-cleaner-black-99086-59.aspx,Miele Complete C3 Cat&Dog Complete_C3_C&D Cylinder Vacuum Cleaner,£389,£369,black
https://ao.com/product/cs149twbb4180-candy-washing-machine-black-98083-1.aspx,Candy CS149TWBB4/1-80 9kg Washing Machine with 1400 rpm - Black - B Rated,£319,£309,black
https://ao.com/product/al61a4ug-aeg-animal-cylinder-vacuum-cleaner-grey-89887-59.aspx,AEG Animal AL61A4UG Cylinder Vacuum Cleaner,£219,£208,grey
